studiepgm_navn,identifikator,studiepgm_navn_en,instnr,instnavn,instnavn_en,studiested,NUSKODE,fagfelt,fagfelt_nyn,fagfelt_eng,faggruppe,faggruppe_nyn,faggruppe_eng,utdanningsgruppe,utdanningsgruppe_nyn,utdanningsgruppe_eng,bama,fagfelt_bama,studprog_kod,Prosenttall_Praksis,STUDIENIVAKODE,utd_type,utd_gruppe,aggregerte_data,oppr_utvalg,end_utvalg,andel_svart,terskel,an_heltd_DBH,stupoeng_DBH,organis_DBH,pc_praksDBH,undsprakDBH,vidutd_DBH,totstud_DBH,totkvi_DBH,totmenn_DBH,aldmedian_DBH,totkvi_prosent_DBH,totmenn_prosent_DBH,underv_engasj_18,underv_formidl_18,underv_pensum_18,underv_aktiv_18,indeks_underv_18,omftilb_forinnlev_15,omftilb_etterinnlev_15,omftilb_ikkeskrift_15,omftilb_andrestud_15,omftilb_fagprobl_15,omftilb_fagutvikl_15,tilbveil_antall_16,tilbveil_konstru_13,tilbveil_fagdisk_18,indeks_tilbveil_16,tilbveil_student_18,miljo_sosial_13,miljo_fag_13,miljo_studans_15,indeks_psymiljo_15,miljo_lokaler_13,miljo_utstyr_13,miljo_biblio_13,miljo_ikt_13,indeks_fysmiljo_13,indeks_miljo_13,organ_tilgjinfo_17,organ_kvalinfo_17,organ_admtilr_17,organ_fagligsam_17,indeks_organ_17,vurd_pensum_13,vurd_forstaelse_13,vurd_laert_17,vurd_kriterier_17,vurd_fagutv_17,indeks_vurd_17,medvirk_innspill_18,medvirk_oppfolg_18,medvirk_tillitsv_18,indeks_medvirk_18,insp_stimul_13,insp_utfordr_13,insp_motivasjon_14,indeks_insp_14,praksis_forber_14,praksis_organ_18,praksis_komm_14,praksis_tilbakem_14,praksis_fagutford_14,praksis_teori_14,praksis_undervis_14,indeks_praksis_14,yrkrel_komp_16,yrkrel_bruk_18,yrkrel_bransje_18,yrkrel_kontakter_18,indeks_yrkrel_18,laerutb_teori_13,laerutb_metforsk_13,laerutb_egenerf_13,laerutb_fagspes_13,laerutb_refleks_13,laerutb_samarb_13,laerutb_muntkom_13,laerutb_skriftkom_13,laerutb_tenke_13,laerutb_selvst_13,egeteng_motivert_14,egeteng_orgakt_14,egeteng_forberedt_14,egeteng_innsats_14,indeks_egeteng_14,forvent_klare_16,forvent_forberedt_16,forvent_deltar_16,forvent_fagamb_16,indeks_forvent_16,overord_garpahelst_13,overord_altialt_13,tidsbruk_laerakt_14,tidsbruk_egeninns_14,tidsbruk_arbeid_14,digitale_aktivt_18,digitale_kompet_18,digitale_opplaer_18,digitale_laerplatt_18,indeks_digi_18,undbruk_forelesn_14,undbruk_seminar_14,undbruk_gruppe_14,undbruk_innlev_14,undbruk_prosjekt_14,undbruk_feltarb_17,undbruk_lab_14,undbruk_praktov_14,undbruk_case_14,undbruk_simul_14,undbruk_praksis_14,undbruk_digital_14,undbidr_forelesn_14,undbidr_seminar_14,undbidr_gruppe_14,undbidr_innlev_14,undbidr_prosjekt_14,undbidr_feltarb_17,undbidr_lab_14,undbidr_praktov_14,undbidr_case_14,undbidr_simul_14,undbidr_praksis_14,undbidr_digital_14,studiestart_samsvar_18,studiestart_forventn_18,studiestart_innfor_18,studiestart_fagfellans_18,studiestart_fagfellstud_18,studiestart_sosfell_18
Bachelorprogram i matematikk for industri og teknologi,1120_BAMN-MATEK,Bachelor's Programme in Mathematics for Industry and Technology,1120,Universitetet i Bergen,University of Bergen,Bergen,653103,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects",Matematikk og statistikk,Matematikk og statistikk,Mathematics and statistics,Matematikk,Matematikk,Mathematics,Bachelor,"Naturvitenskapelige fag, håndverksfag og tekniske fag - bachelor",BAMN-MATEK,,B3,MAT-STAT,MAT-STAT,0,12,5,0,0,1.0,180,1,0,NOR,0,32,12,20,22,0.38,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelorprogram i molekylærbiologi,1120_BAMN-MOL,Bachelor's Programme in Molecular Biology,1120,Universitetet i Bergen,University of Bergen,Bergen,651905,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects",Biologiske fag,Biologiske fag,Biology,"Biologiske fag, andre","Biologiske fag, andre","Biology, other",Bachelor,"Naturvitenskapelige fag, håndverksfag og tekniske fag - bachelor",BAMN-MOL,,B3,BIOLOGI,BIOLOGI,0,37,19,1,1,1.0,180,1,0,NOR,0,117,84,33,21,0.72,0.28,3.2,3.4,4.1,2.5,3.3,,,,,,,3.2,3.6,3.4,3.4,3.3,3.7,4.0,3.2,3.7,3.8,3.6,4.4,3.8,3.9,3.8,3.8,3.8,4.1,4.2,4.0,4.3,4.0,4.1,3.7,3.8,4.0,2.9,2.8,4.0,3.3,3.7,4.7,3.5,4.0,,,,,,,,,3.7,2.6,3.1,1.8,2.8,3.9,3.5,2.6,2.4,3.6,3.7,3.8,4.0,3.5,4.3,3.2,3.4,3.0,3.6,3.3,3.9,3.8,3.6,3.4,3.7,4.2,4.3,12.7,21.4,0.0,3.6,3.8,3.6,3.9,3.7,,,,,,,,,,,,,,,,,,,,,,,,,3.8,3.9,3.4,2.6,4.0,3.9
Bachelorprogram i nanoteknologi,1120_BAMN-NANO,Bachelor's Programme in Nanotechnology,1120,Universitetet i Bergen,University of Bergen,Bergen,652901,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects",Fysiske og kjemiske fag,Fysiske og kjemiske fag,Physics and chemistry,"Fysiske og kjemiske fag, andre","Fysiske og kjemiske fag, andre","Physics and chemistry, other",Bachelor,"Naturvitenskapelige fag, håndverksfag og tekniske fag - bachelor",BAMN-NANO,0,B3,FYSIKK,FYSIKK,0,12,6,1,1,1.0,180,1,0,NOR,0,60,22,38,22,0.37,0.63,3.8,3.8,4.0,3.0,3.6,,,,,,,3.2,3.4,3.8,3.5,3.6,4.7,4.3,3.2,4.1,3.5,3.3,4.6,3.8,3.8,3.9,3.0,3.2,3.6,4.2,3.5,3.8,4.6,3.8,4.0,3.6,4.0,3.3,3.3,4.5,3.4,4.3,5.0,3.8,4.3,,,,,,,,,3.0,1.5,1.8,1.7,1.9,4.0,3.8,3.3,2.0,3.8,4.5,3.8,4.8,4.0,4.3,3.8,3.0,2.8,3.3,3.2,2.8,3.0,3.0,4.0,3.1,4.3,4.8,10.3,23.3,12.0,2.7,4.0,2.7,2.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.7,2.5,3.7,3.0,4.8,5.0
Bachelorprogram i fysikk,1120_BAMN-PHYS,Bachelor's Programme in Physics,1120,Universitetet i Bergen,University of Bergen,Bergen,652104,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects",Fysiske og kjemiske fag,Fysiske og kjemiske fag,Physics and chemistry,Fysiske fag,Fysiske fag,Physics,Bachelor,"Naturvitenskapelige fag, håndverksfag og tekniske fag - bachelor",BAMN-PHYS,,B3,FYSIKK,FYSIKK,0,42,10,0,1,1.0,180,1,0,NOR,0,129,21,108,21,0.16,0.84,4.0,4.2,4.6,3.0,3.9,,,,,,,3.6,4.2,3.8,3.7,4.1,3.3,3.5,3.8,3.5,2.8,3.0,4.4,4.1,3.3,3.5,4.3,3.6,4.3,4.5,4.2,4.7,4.6,4.4,4.3,4.0,4.3,3.8,4.0,4.3,3.8,3.9,4.4,3.6,4.0,,,,,,,,,4.3,3.3,3.3,2.3,3.2,4.1,3.7,2.8,2.8,3.7,3.1,3.4,4.0,3.7,4.0,3.4,2.2,2.7,3.0,2.8,4.2,3.8,3.6,3.5,3.8,4.7,4.3,8.8,13.5,5.0,3.2,3.7,3.5,3.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.5,4.5,3.6,4.3,4.2
Bachelorprogram i petroleum- og prosessteknologi,1120_BAMN-PTEK,Bachelor's Programme in Petroleum and Process Technology,1120,Universitetet i Bergen,University of Bergen,Bergen,652213,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects",Fysiske og kjemiske fag,Fysiske og kjemiske fag,Physics and chemistry,Kjemiske fag,Kjemiske fag,Chemistry,Bachelor,"Naturvitenskapelige fag, håndverksfag og tekniske fag - bachelor",BAMN-PTEK,0,B3,KJEMI,KJEMI,0,16,4,0,0,1.0,180,1,0,NOR,0,52,12,40,23,0.23,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelorprogram i statistikk,1120_BAMN-STATS,Bachelor's Programme in Statistics,1120,Universitetet i Bergen,University of Bergen,Bergen,653203,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects",Matematikk og statistikk,Matematikk og statistikk,Mathematics and statistics,Statistikk,Statistikk,Statistics,Bachelor,"Naturvitenskapelige fag, håndverksfag og tekniske fag - bachelor",BAMN-STATS,0,B3,MAT-STAT,MAT-STAT,0,11,3,0,0,1.0,180,1,0,NOR,0,26,6,20,24,0.23,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelorprogram i tannpleie,1120_BAOD-TANNP,Bachelor of Dental hygiene,1120,Universitetet i Bergen,University of Bergen,Bergen,664202,"Helse-, sosial- og idrettsfag","Helse-, sosial- og idrettsfag","Health, welfare and sport",Tannhelsefag,Tannhelsefag,Dental health,Tannpleiefag,Tannpleiefag,Dental care,Bachelor,"Helse-, sosial- og idretttsfag - bachelor",BAOD-TANNP,50,B3,HELSE OG SOSIAL ANDRE,TANNHELSE,1,49,16,0,1,1.0,180,1,50,NOR,0,86,78,8,23,0.91,0.09,,,,,,0.4,1.0,2.4,2.1,2.1,1.8,2.6,3.1,2.6,2.8,,3.3,3.4,2.6,3.1,4.0,3.8,3.2,3.6,3.7,3.4,2.9,3.1,2.2,2.9,2.8,3.1,3.5,3.3,3.0,3.1,3.2,,,,,2.9,4.3,2.7,3.4,,,,,,,,,4.1,,,,,3.1,2.5,2.5,3.5,3.3,3.9,3.6,3.1,3.0,4.0,3.1,3.1,2.9,3.3,3.1,3.4,3.9,3.6,3.2,3.5,3.8,3.2,21.7,11.8,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelorprogram i arbeids- og organisasjonspsykologi,1120_BAPS-AOP,Bachelor's programme in work- and organizational psychology ,1120,Universitetet i Bergen,University of Bergen,Bergen,636101,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Psykologiske fag,Psykologiske fag,Psychology,Psykologi,Psykologi,Psychology,Bachelor,Samfunnsfag og juridiske fag - bachelor,BAPS-AOP,,B3,PSYKOLOGI,PSYKOLOGI,0,61,26,0,1,1.0,180,1,0,NOR,0,162,122,40,22,0.75,0.25,3.7,4.1,4.2,2.3,3.6,,,,,,,1.7,1.9,2.2,1.9,2.8,3.6,3.5,3.2,3.5,3.9,3.7,3.9,3.7,3.8,3.6,3.7,3.7,3.4,4.0,3.7,4.1,3.8,4.1,3.2,3.8,3.8,3.0,2.8,3.6,3.2,3.9,4.5,3.7,4.0,,,,,,,,,4.5,3.9,3.3,2.4,3.5,3.9,3.4,2.0,3.0,4.1,3.8,3.6,3.8,3.3,4.3,3.8,4.3,3.6,4.0,3.9,3.2,3.2,2.9,3.4,3.1,4.5,4.2,6.8,22.2,7.7,2.8,3.3,2.4,3.6,3.1,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.5,4.0,2.2,2.9,3.5
Bachelorprogram i pedagogikk,1120_BAPS-PED,Bachelor's programme in education,1120,Universitetet i Bergen,University of Bergen,Bergen,624104,Lærerutdanninger og utdanninger i pedagogikk,Lærarutdanningar og utdanningar i pedagogikk,Teacher training and pedagogy,Utdanninger i pedagogikk,Utdanningar i pedagogikk,Pedagogy,Pedagogikk,Pedagogikk,Pedagogy,Bachelor,Lærerutdanninger og utdanninger i pedagogikk - bachelor,BAPS-PED,,B3,PEDAGOGIKK,PEDAGOGIKK,1,59,18,0,1,1.0,180,1,0,NOR,0,114,97,17,22,0.85,0.15,,,,,,1.3,1.1,0.0,1.4,0.4,0.1,2.9,3.3,2.5,2.8,,2.6,2.7,2.4,2.6,3.3,3.0,3.7,3.2,3.3,3.0,3.6,3.6,3.9,3.4,3.6,4.4,4.3,4.1,3.6,4.1,4.1,,,,,3.4,3.8,3.2,3.5,,,,,,,,,3.6,,,,,3.7,2.9,2.5,2.5,3.9,3.3,2.8,3.5,3.0,3.7,3.3,3.0,3.3,3.6,3.3,3.0,2.9,3.1,2.8,2.9,3.1,3.6,8.6,20.3,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelorprogram i generell psykologi,1120_BAPS-PSYK,Bachelor's programme in general psychology,1120,Universitetet i Bergen,University of Bergen,Bergen,636101,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Psykologiske fag,Psykologiske fag,Psychology,Psykologi,Psykologi,Psychology,Bachelor,Samfunnsfag og juridiske fag - bachelor,BAPS-PSYK,,B3,PSYKOLOGI,PSYKOLOGI,0,43,16,0,1,1.0,180,1,0,NOR,0,176,142,34,22,0.81,0.19,3.9,3.9,3.6,2.9,3.6,,,,,,,2.7,3.2,2.1,2.7,2.9,3.5,3.6,3.3,3.5,3.7,3.7,3.7,3.8,3.7,3.6,4.0,4.1,3.5,3.7,3.8,4.2,4.4,4.5,3.8,4.1,4.2,2.4,2.3,3.6,2.8,3.8,4.7,3.8,4.1,,,,,,,,,3.6,1.8,2.0,1.7,2.2,3.8,3.8,2.7,2.4,4.1,3.7,3.2,4.0,3.7,4.5,3.8,3.4,2.8,3.8,3.5,3.8,3.9,3.6,4.0,3.9,4.2,4.2,5.6,18.4,5.1,3.3,3.5,3.0,3.5,3.4,,,,,,,,,,,,,,,,,,,,,,,,,3.7,4.0,4.3,2.2,3.8,3.9
Bachelorprogram i spesialpedagogikk,1120_BAPS-SPED,Bachelor's Programme in Special Education,1120,Universitetet i Bergen,University of Bergen,Bergen,624205,Lærerutdanninger og utdanninger i pedagogikk,Lærarutdanningar og utdanningar i pedagogikk,Teacher training and pedagogy,Utdanninger i pedagogikk,Utdanningar i pedagogikk,Pedagogy,Spesialpedagogikk,Spesialpedagogikk,Special education,Bachelor,Lærerutdanninger og utdanninger i pedagogikk - bachelor,BAPS-SPED,,B3,PEDAGOGIKK,PEDAGOGIKK,1,45,25,1,1,1.0,180,1,0,NOR,0,75,72,3,22,0.96,0.04,,,,,,1.3,1.1,0.9,1.7,1.6,0.2,3.1,3.5,2.7,3.1,,4.1,3.9,3.7,3.9,3.6,3.6,4.2,3.9,3.8,3.9,3.5,3.0,3.4,3.1,3.3,4.1,4.1,4.0,3.3,3.7,3.9,,,,,3.5,4.0,3.1,3.6,2.2,,2.5,2.2,2.8,3.0,3.5,2.7,3.9,,,,,3.5,3.0,2.4,3.0,3.7,3.6,3.4,3.8,3.3,4.0,4.0,4.2,3.2,3.8,3.8,2.8,2.9,3.6,2.9,3.0,3.8,3.1,7.0,19.5,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelorprogram i administrasjon og organisasjonsvitenskap,1120_BASV-AORG,Bachelor Programme in Administration and Organisation Theory,1120,Universitetet i Bergen,University of Bergen,Bergen,631113,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Statsvitenskapelige fag,Statsvitskapelege fag,Political science,Statsvitenskapelige fag,Statsvitskapelege fag,Political science,Bachelor,Samfunnsfag og juridiske fag - bachelor,BASV-AORG,,B3,STATSVIT,STATSVIT,0,64,20,0,1,1.0,180,1,0,NOR,0,219,131,88,23,0.60,0.40,3.7,3.7,3.8,3.2,3.6,,,,,,,3.4,3.6,3.0,3.3,2.8,3.3,3.1,3.2,3.2,3.2,3.2,4.2,4.1,3.6,3.5,3.9,4.0,4.2,4.1,4.0,4.1,4.5,4.6,4.0,4.4,4.3,2.4,2.4,3.3,2.8,3.8,4.2,3.7,3.9,,,,,,,,,3.8,2.3,2.3,1.7,2.5,3.9,3.7,2.9,2.3,3.9,3.8,3.1,4.2,3.5,4.3,4.1,3.6,3.0,3.3,3.5,3.5,3.9,3.6,3.6,3.6,3.7,4.2,7.5,17.4,7.8,3.3,3.4,3.8,3.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.7,3.5,2.3,3.3,3.5
Bachelorprogram i europastudier,1120_BASV-EUR,Bachelor Programme in European Studies,1120,Universitetet i Bergen,University of Bergen,Bergen,631999,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Statsvitenskapelige fag,Statsvitskapelege fag,Political science,"Statsvitenskapelige fag, andre","Statsvitskapelege fag, andre","Political science, other",Bachelor,Samfunnsfag og juridiske fag - bachelor,BASV-EUR,0,B3,STATSVIT,STATSVIT,1,33,12,0,1,1.0,180,1,0,NOR,0,70,38,32,22,0.54,0.46,,,,,,1.8,2.0,0.0,2.2,1.4,0.6,3.0,3.2,2.5,2.9,,3.4,3.8,2.9,3.4,3.3,4.0,3.7,3.8,3.7,3.6,3.5,3.4,3.4,3.7,3.5,4.6,4.5,4.7,3.8,4.3,4.4,,,,,4.4,4.5,3.8,4.2,,,,,,,,,3.8,,,,,4.1,3.6,3.0,2.1,4.1,3.6,3.0,3.8,2.9,4.2,4.2,4.3,3.2,3.6,3.8,3.4,3.9,2.8,2.3,3.2,4.4,4.2,8.6,16.6,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelorprogram i geografi,1120_BASV-GEOG,Bachelor's Programme in Geography,1120,Universitetet i Bergen,University of Bergen,Bergen,633103,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Samfunnsgeografiske fag,Samfunnsgeografiske fag,Social geography,Samfunnsgeografi,Samfunnsgeografi,Social geography,Bachelor,Samfunnsfag og juridiske fag - bachelor,BASV-GEOG,,B3,GEOGRAFI,GEOGRAFI,0,20,12,1,1,1.0,180,1,0,NOR,0,85,43,42,22,0.51,0.49,3.8,3.8,4.4,3.5,3.9,,,,,,,3.3,3.8,3.0,3.3,3.1,3.8,3.7,3.7,3.7,3.3,3.5,4.2,3.8,3.7,3.7,4.0,3.9,3.4,3.6,3.7,4.3,4.4,4.4,3.8,4.5,4.3,3.3,3.5,4.2,3.7,4.0,4.2,3.9,4.0,,,,,,,,,3.5,2.5,2.8,2.2,2.7,4.2,3.5,3.1,2.8,3.7,4.1,3.4,4.3,3.7,4.5,4.0,3.5,3.4,3.4,3.6,4.0,4.1,3.8,3.2,3.8,4.2,4.2,8.4,16.0,5.2,3.1,3.4,2.9,3.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,3.9,3.6,3.8,2.9,3.5,3.8
Bachelorprogram i informasjons- og kommunikasjonsteknologi (IKT),1120_BASV-IKT,Bachelorprogram in Information- and Communication Technology,1120,Universitetet i Bergen,University of Bergen,Bergen,635119,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Medie- og informasjonsfag,Medie- og informasjonsfag,Media and information,Media og kommunikasjon,Medium og kommunikasjon,Media and communication,Bachelor,Samfunnsfag og juridiske fag - bachelor,BASV-IKT,,B3,MEDIE-INF,MEDIE-INF,1,40,12,0,1,1.0,180,1,0,NOR,0,67,14,53,22,0.21,0.79,,,,,,1.3,1.8,1.0,1.8,0.5,0.4,3.0,3.4,3.3,3.3,,3.4,3.5,3.0,3.3,3.2,3.8,4.3,3.8,3.7,3.5,3.8,3.7,3.8,3.5,3.7,4.0,4.0,3.7,3.6,3.7,3.8,,,,,3.3,4.3,3.0,3.6,,,,,,,,,4.3,,,,,3.9,4.0,3.2,3.3,3.4,3.9,3.7,4.3,3.7,4.4,2.4,3.3,2.7,3.0,2.9,3.3,3.5,3.3,3.7,3.3,3.8,3.3,10.1,12.6,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelorprogram i informasjonsvitenskap,1120_BASV-INFO,Bachelor Programme in Information Science,1120,Universitetet i Bergen,University of Bergen,Bergen,635114,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Medie- og informasjonsfag,Medie- og informasjonsfag,Media and information,Media og kommunikasjon,Medium og kommunikasjon,Media and communication,Bachelor,Samfunnsfag og juridiske fag - bachelor,BASV-INFO,,B3,MEDIE-INF,MEDIE-INF,0,70,24,0,1,1.0,180,1,0,NOR,0,295,47,248,23,0.16,0.84,2.8,2.7,3.5,3.1,3.0,,,,,,,3.2,3.4,3.1,3.2,3.9,3.9,4.0,3.3,3.8,2.1,2.4,4.1,3.2,2.9,3.3,3.4,3.4,2.8,3.5,3.3,4.0,4.2,4.0,3.6,4.0,3.9,2.9,2.2,3.3,3.0,3.3,4.0,3.0,3.5,,,,,,,,,3.9,2.7,2.9,2.6,3.0,3.8,2.8,2.7,3.2,3.8,4.3,3.4,3.6,3.6,3.7,3.7,3.5,3.5,3.4,3.5,3.1,3.2,3.1,2.8,3.0,4.4,4.0,12.4,15.4,10.1,3.2,3.5,3.5,3.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,3.4,2.8,3.0,2.8,3.9,3.8
Bachelorprogram i journalistikk,1120_BASV-JOU,Bachelor's Programme in Journalism,1120,Universitetet i Bergen,University of Bergen,Bergen,635205,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Medie- og informasjonsfag,Medie- og informasjonsfag,Media and information,Journalistikk,Journalistikk,Journalism,Bachelor,Samfunnsfag og juridiske fag - bachelor,BASV-JOU,0,B3,MEDIE-INF,MEDIE-INF,1,29,14,0,1,1.0,180,1,0,NOR,0,40,25,15,21,0.63,0.38,,,,,,1.5,1.7,1.7,1.5,2.5,1.0,4.3,4.6,4.4,4.4,,4.4,4.4,4.9,4.6,4.6,4.4,3.0,3.7,4.0,4.3,3.4,3.1,3.4,3.9,3.4,3.9,4.3,3.9,3.2,3.7,3.8,,,,,4.1,3.8,3.8,3.9,,,,,,,,,4.4,,,,,3.4,2.6,2.4,4.5,4.3,4.6,4.0,4.3,3.9,4.3,3.8,4.0,3.6,3.8,3.8,3.9,4.1,4.7,4.6,4.3,4.6,4.4,15.8,5.9,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelorprogram i kognitiv vitenskap,1120_BASV-KOGNI,Bachelor Programme in Cognitive Science,1120,Universitetet i Bergen,University of Bergen,Bergen,635103,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Medie- og informasjonsfag,Medie- og informasjonsfag,Media and information,Media og kommunikasjon,Medium og kommunikasjon,Media and communication,Bachelor,Samfunnsfag og juridiske fag - bachelor,BASV-KOGNI,,B3,MEDIE-INF,MEDIE-INF,0,26,18,1,1,1.0,180,1,0,NOR,0,72,32,40,21,0.44,0.56,3.3,3.1,3.5,2.5,3.1,,,,,,,2.9,3.4,2.5,3.0,3.1,3.4,3.2,2.7,3.1,3.1,3.4,4.0,3.7,3.5,3.4,3.1,2.9,3.4,3.1,3.1,4.0,4.1,3.6,3.6,3.8,3.8,2.4,2.4,2.5,2.4,3.5,4.3,3.2,3.6,,,,,,,,,3.2,2.0,2.3,1.9,2.4,3.4,3.2,2.6,2.6,3.8,3.3,2.9,3.4,3.4,4.1,3.1,3.4,2.8,3.1,3.1,3.1,3.1,2.6,2.8,2.9,4.1,3.6,12.6,11.1,4.1,3.3,4.0,3.7,3.9,3.7,,,,,,,,,,,,,,,,,,,,,,,,,2.9,2.7,3.1,1.9,3.3,3.8
Bachelorprogram i medievitenskap,1120_BASV-MEVI,Bachelor Programme in Media Studies,1120,Universitetet i Bergen,University of Bergen,Bergen,635113,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Medie- og informasjonsfag,Medie- og informasjonsfag,Media and information,Media og kommunikasjon,Medium og kommunikasjon,Media and communication,Bachelor,Samfunnsfag og juridiske fag - bachelor,BASV-MEVI,,B3,MEDIE-INF,MEDIE-INF,0,37,11,0,1,1.0,180,1,0,NOR,0,140,74,66,22,0.53,0.47,3.5,3.6,3.9,3.5,3.6,,,,,,,3.3,3.7,3.6,3.5,2.8,3.7,2.8,3.4,3.3,2.8,3.2,3.5,3.0,3.1,3.2,3.5,3.4,4.1,3.4,3.6,3.6,3.5,3.7,3.5,3.4,3.5,3.3,3.1,3.4,3.3,3.6,3.3,3.2,3.3,,,,,,,,,3.3,2.1,1.9,1.4,2.1,3.4,3.6,3.1,2.1,4.1,3.8,4.2,3.8,3.7,4.1,3.8,3.2,3.1,3.4,3.4,2.9,3.5,3.9,3.0,3.3,3.2,3.4,8.6,10.4,8.2,3.0,3.2,3.0,3.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.2,3.2,2.3,3.2,3.8
Bachelorprogram i medie- og interaksjonsdesign,1120_BASV-MIX,Bachelor's Programme in Media and Interaction Design,1120,Universitetet i Bergen,University of Bergen,Bergen,635115,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Medie- og informasjonsfag,Medie- og informasjonsfag,Media and information,Media og kommunikasjon,Medium og kommunikasjon,Media and communication,Bachelor,Samfunnsfag og juridiske fag - bachelor,BASV-MIX,0,B3,MEDIE-INF,MEDIE-INF,0,25,8,0,0,1.0,180,1,0,NOR,0,63,47,16,21,0.75,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelorprogram i politisk økonomi,1120_BASV-POLØK,Bachelor Programme in Political Economy,1120,Universitetet i Bergen,University of Bergen,Bergen,634902,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Samfunnsøkonomiske fag,Samfunnsøkonomiske fag,Economics,"Samfunnsøkonomiske fag, andre","Samfunnsøkonomiske fag, andre","Economics, other",Bachelor,Samfunnsfag og juridiske fag - bachelor,BASV-POLØK,,B3,SAMFØK,SAMFØK,1,30,13,0,1,1.0,180,1,0,NOR,0,47,17,30,22,0.36,0.64,,,,,,0.6,1.9,0.6,0.7,0.4,0.0,2.6,3.0,3.2,2.9,,3.9,3.4,3.0,3.5,2.4,3.1,3.7,3.5,3.2,3.3,3.4,3.1,3.2,3.6,3.3,4.3,4.2,4.0,3.1,3.9,3.9,,,,,3.4,4.4,3.4,3.7,,,,,,,,,3.5,,,,,3.7,2.9,2.6,2.4,4.1,3.1,2.8,3.3,3.2,4.0,3.5,3.9,2.9,2.7,3.3,3.0,3.4,3.1,2.6,3.1,3.7,3.9,8.5,10.4,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
